id,Tatsächliche_Klassifikation,Modell_Klassifikation,Modell_Begründung,Judge_Modell_Gesamtscore,Judge_Modell_Scoreschema
2622,0,Wirksam,"1. Überraschende Klauseln: Die Regelung, dass die Ware nur 10 Tage reserviert wird und bei ausbleibender Zahlung storniert wird, ist nach Art, Inhalt und Platzierung nicht objektiv überraschend, eindeutig formuliert und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) § 307 Abs. 1 BGB – Die Klausel ist transparent und benachteiligt den Verbraucher nicht unangem Wesentlichen, da eine kurze Zahlungsfrist im Geschäftsverkehr üblich ist.  
   b) § 307 Abs. 2 BGB – Sie weicht nicht von wesentlichen gesetzlichen Grundgedanken ab, da das Recht des Unternehmers, bei Nichtzahlung vom Vertrag zurückzutreten, zulässig ist.  
   c) § 308 BGB – Keine unzulässige Wertungs­klausel (z. B. überlange Bindungsfristen) enthalten.  
   d) § 309 BGB – Kein Verstoß gegen Klauselverbote ohne Wertungsmöglichkeit (z. B. Haftungsausschluss für Körperschäden) erkennbar.",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2834,0,Wirksam,"1. Überraschende Klauseln: Die Klausel ist weder nach Art, Inhalt noch Platzierung objektiv überraschend, noch mehrdeutig oder intransparent formuliert; sie entspricht der üblichen Praxis, dass Produktdarstellungen im Online‑Shop als unverbindliche Offerte zu verstehen sind.
2. Inhaltskontrolle: Die Klausel benachteiligt den Verbraucher nicht unangemessen, weicht nicht von wesentlichen gesetzlichen Grundgedanken ab und enthält keine verbotenen Klauselverbote nach §§ 308, 309 BGB. Daher ist sie nach §§ 307 ff. BGB wirksam.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2407,0,Wirksam,"1. Überraschende Klauseln: Die Klausel ist weder objektiv überraschend noch mehrdeutig; die Unterscheidung der Gewährleistungsfristen nach privater bzw. gewerblicher Nutzung ist klar und üblich.  
2. Inhaltskontrolle:  
   a) § 307 Abs. 1 BGB: Keine unangemessene Benachteiligung, da die Regelungen die gesetzlichen Gewährleistungsfristen lediglich bestätigen bzw. bei gewerblicher Nutzung anpassen, was dem gesetzlichen Grundgedanken entspricht.  
   b) § 307 Abs. 2 BGB: Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da die Gewährleistung nicht ausgeschlossen, sondern lediglich die Frist für gewerbliche Nutzung verkürzt wird (für Unternehmer zulässig).  
   c) § 308 BGB: Nicht einschlägig, da keine überlangen Bindungsfristen, Vertragsänderungsvorbehalte o. Ä. vorliegen.  
   d) § 309 BGB: Nicht einschlägig, da keine pauschalen Ausschlüsse von Gewährleistungsrechten oder Haftungen für grobe Fahrlässigkeit/Vorsatz enthalten sind.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3463,0,Wirksam,"1. Überraschende Klauseln: Die Klausel entspricht den gesetzlich vorgesehenen Ausnahmen des Widerrufsrechts nach § 312g Abs. 2 BGB und ist für den durchschnittlichen Verbraucher nicht überraschend; sie ist klar strukturiert und lässt keine mehrdeutige Auslegung zu, die den Verbraucher benachteiligen könnte.  
2. Inhaltskontrolle: Die Bestimmung stellt keine unangemessene Benachteiligung dar, da sie lediglich die gesetzlich zulässigen Ausschlüsse des Widerrufsrechts regelt und damit nicht von wesentlichen gesetzlichen Grundgedanken abweicht (§ 307 Abs. 1, 2 BGB). Sie verletzt weder § 308 noch § 309 BGB, weil es sich nicht um ein generelles Haftungs- oder Gewährleistungsausschluss, sondern um eine zulässige, wertungsfreie Ausnahme handelt.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1124,0,Wirksam,"1. Überraschende Klauseln: Die Klausel ist weder nach Art, Inhalt noch nach Platzierung objektiv überraschend, da sie eine gängige Rückgabeverpflichtung innerhalb einer klar definierten Frist von 14 Tagen regelt. Sie ist eindeutig formuliert und lässt keine mehrdeutige Auslegung zu, die den Verbraucher benachteiligen würde. Damit ist § 305c I BGB nicht verletzt.  
2. Inhaltskontrolle: Nach § 307 Abs. 1 BGB liegt keine unangemessene Benachteiligung vor, weil die Verpflichtung, die Kosten der neuen Bestellung zu tragen, nur dann greift, wenn der Verbraucher den ursprünglich erworbenen Artikel nicht zurückgibt und somit faktisch zwei Artikel besitzt. Die Klausel weicht nicht von wesentlichen gesetzlichen Grundgedanken ab (§ 307 Abs. 2) und enthält keine unzulässigen Ausschlüsse nach §§ 308, 309 BGB. Daher ist die Klausel wirksam.",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1872,0,Wirksam,"1. Überraschende Klauseln: Die Klausel ist nicht überraschend, da die Möglichkeit einer Selbstabholung bei vielen Online‑Verkäufen nicht selbstverständlich ist und die Formulierung eindeutig und verständlich lautet. Sie ist zudem nicht mehrdeutig und lässt keine nachteilige Auslegung zu.  
2. Inhaltskontrolle: Die Regelung benachteiligt den Verbraucher nicht unangemessen, ist transparent und weicht nicht von wesentlichen gesetzlichen Grundgedanken ab; ein gesetzliches Recht auf Selbstabholung besteht nicht. Sie verstößt weder gegen § 308 noch gegen § 309 BGB, sodass sie nach §§ 307‑309 BGB wirksam ist.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2718,0,Wirksam,"1. Überraschende Klauseln: Die Klausel ist weder nach Art, Inhalt noch Platzierung objektiv überraschend, noch mehrdeutig oder intransparent formuliert; sie stellt lediglich die Information bereit, dass das Unternehmen nicht an einem Schlichtungsverfahren teilnimmt.  
2. Inhaltskontrolle: Die Klausel benachteiligt den Verbraucher nicht unangemessen, schränkt keine wesentlichen gesetzlichen Rechte ein und verstößt nicht gegen die Klauselverbote des § 309 BGB (insbesondere keinen Ausschluss des Rechts auf Inanspruchnahme einer Verbraucherschlichtungsstelle).",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2526,0,Wirksam,"1. Überraschende Klauseln: Die Klausel ist nicht überraschend, da das gesetzlich verankerte Recht des Verbrauchers auf vorzeitige Rückzahlung (§ 499 BGB) allgemein bekannt ist und die Formulierung dem üblichen Verständnis entspricht. Sie ist eindeutig formuliert und lässt keinen Spielraum für eine zum Nachteil des Verbrauchers ausgerichtete Auslegung. Damit fehlt jede objektive Überraschung nach § 305c I BGB.  
2. Inhaltskontrolle: Nach § 307 Abs. 1 BGB liegt keine unangemessene Benachteiligung vor, weil die Regelung dem Verbraucher einen finanziellen Vorteil verschafft und die Zinsreduktion klar und nachvollziehbar beschrieben ist. § 307 Abs. 2 BGB ist nicht verletzt, da die Klausel nicht von wesentlichen gesetzlichen Grundgedanken abweicht, sondern das gesetzlich vorgesehene Vorzeitigkeitsrecht lediglich konkretisiert. §§ 308 und 309 BGB finden keine Anwendung, weil keine unzulässigen Bindungsfristen, Vertragsänderungsvorbehalte oder Haftungsausschlüsse enthalten sind.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2185,0,Wirksam,"1. Überraschende Klauseln: Die Klausel ist weder nach Art, Inhalt noch Platzierung objektiv überraschend, da die Weitergabe personenbezogener Daten im Rahmen einer Reklamationsabwicklung üblich ist und ausdrücklich erwähnt wird; sie ist klar und eindeutig formuliert, sodass keine mehrdeutige Auslegung zum Nachteil des Verbrauchers möglich ist.
2. Inhaltskontrolle: Nach § 307 Abs. 1 BGB liegt keine unangemessene Benachteiligung vor, weil die Einwilligung freiwillig erteilt und jederzeit widerrufbar ist und die Information transparent erfolgt; § 307 Abs. 2, § 308 und § 309 BGB finden keine Anwendung, da die Klausel nicht von wesentlichen gesetzlichen Grundgedanken abweicht und keine unzulässigen Haftungs- oder Gewährleistungsausschlüsse enthält.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3750,0,Wirksam,"1. Überraschende Klauseln: Nicht überraschend, da die Ausschließung des UN‑Kaufrechts (CISG) für Verbraucher üblich ist und klar formuliert ist; mehrdeutige oder intransparente Formulierung erkennbar.
2. Inhaltskontrolle: Keine unangemessene Benachteiligung nach § 307 Abs. 1 BGB, da die Klausel lediglich das anwendbare Recht bestimmt und keine zwingenden Verbraucherrechte einschränkt; sie weicht nicht von wesentlichen gesetzlichen Grundgedanken ab (§ 307 Abs. 2), und es liegen weder Klauselverbote nach § 308 noch nach § 309 vor.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
958,0,Wirksam,"1. Überraschende Klauseln: Nicht überraschend, da die Verpflichtung, sicherheitsrelevante Warnungen nicht zu verändern, im Rahmen üblicher Produktsicherheitsanforderungen zu erwarten ist und klar formuliert ist.
2. Inhaltskontrolle: Keine unangemessene Benachteiligung des Verbrauchers (§ 307 Abs. 1 BGB), da die Klausel lediglich den Schutz vor Gefahren sicherstellt und nicht von wesentlichen gesetzlichen Grundgedanken abweicht (§ 307 Abs. 2 BGB); § 308 und § 309 BGB finden keine Anwendung, da kein unzulässiger Haftungsausschluss oder sonstiges Verbot vorliegt.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
98,0,Wirksam,"1. Überraschende Klauseln: Die Klausel ist weder nach Art, Inhalt noch nach Platzierung objektiv überraschend, da ein Widerrufsausschluss für die genannten Dienstleistungen bei Vorliegen eines konkreten Termins oder Zeitraums nach § 312g BGB üblich ist; die Formulierung ist eindeutig und lässt keine mehrdeutige, nachteilige Auslegung zu.  
2. Inhaltskontrolle: Nach § 307 Abs. 1 BGB liegt keine unangemessene Benachteiligung vor, weil der Ausschluss des Widerrufsrechts durch die gesetzliche Regelung gedeckt ist; § 307 Abs. 2 BGB wird nicht verletzt, da die Klausel nicht von wesentlichen gesetzlichen Grundgedanken abweicht, und §§ 308, 309 BGB finden keine Anwendung, da keine unzulässigen Klauselverbote vorliegen.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3299,0,Wirksam,"1. Überraschende Klauseln: Die Regelungen zum Einlösen, zur Frist und zum Erlöschen bei Unterschreiten des Bestellwerts entsprechen üblichen Praxisformen und sind klar formuliert; sie sind weder objektiv überraschend noch mehrdeutig (§ 305c I BGB).
2. Inhaltskontrolle: 
   a) § 307 Abs. 1 BGB: Die Klausel ist transparent und benachteiligt den Verbraucher nicht unangemessen, da die Bedingungen (Einlösung bis zum letzten Aktionstag, Erlöschen bei Unterschreiten des Bestellwerts) klar ersichtlich sind. 
   b) § 307 Abs. 2 BGB: Sie weicht nicht von wesentlichen gesetzlichen Grundgedanken ab; die Beschränkung der Gutschrift bei Nichteinhaltung der Aktionsbedingungen ist zulässig, weil sie im Verhältnis zu dem gewährten Vorteil steht. 
   c) § 308 BGB: Keine unzulässige Vertragsänderung oder überlange Bindungsfrist erkennbar. 
   d) § 309 BGB: Kein Ausschluss wesentlicher Gewährleistungsrechte oder Haftungsausschluss, daher nicht einschgig.",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
502,0,Unwirksam,"1. Überraschende Klauseln: Die Festlegung einer vier‑werktägigen Prenotification‑Frist ist nach Art und Platzierung objektiv überraschend, da Verbraucher üblicherweise eine längere Vorankündigungsfrist erwarten und das Gesetz eine Mindestfrist von 14 Kalendertagen vorsieht. Die Formulierung ist zudem mehrdeutig, weil nicht klar wird, ob ab Versand der Rechnung oder ab Rechnungsdatum gerechnet wird, was zu einer zum Nachteil des Verbrauchers auslegbaren Unklarheit führt.  
2. Inhaltskontrolle:  
   a) § 307 Abs. 1 BGB – Die Klausel benachteiligt den Verbraucher unangemessen, weil die zu kurze Vorankündigungsfrist seine Möglichkeit, der Belastung zu widersprechen, erheblich einschränkt und damit intransparent ist.  
   b) § 307 Abs. 2 BGB – Sie weicht von dem gesetzlichen Grundgedanken des Schutzes des Verbrauchers bei Zahlungsvorgängen ab, indem sie die gesetzlich vorgesehene Mindestfrist von 14 Tagen unterschreitet.  
   c) § 308 BGB – Nicht einschlägig.  
   d) § 309 BGB – Nicht einschlägig.",2,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
1091,0,Wirksam,"1. Überraschende Klauseln: Nicht einschlägig, da die Klausel lediglich eine Information über die Funktionsweise des „Schnellkauf“-Features darstellt und keine vertraglichen Pflichten oder Rechte regelt, die für den Verbraucher überraschend sein könnten.
2. Inhaltskontrolle: Nicht einschlägig, weil die Klausel keine inhaltlichen Bestimmungen enthält, die nach §§ 307–309 BGB einer Inhaltskontrolle unterliegen würden (keine Benachteiligung, kein Haftungsausschluss, keine unzulässigen Vertragsänderungen).",12,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 2, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2706,0,Wirksam,"1. Überraschende Klauseln: Die Klausel ist nicht überraschend, da der Ausschluss von Barauszahlung und Verzinsung bei Geschenkgutscheinen im Geschäftsverkehr üblich und für den Verbraucher klar erkennbar ist; sie ist eindeutig formuliert und nicht mehrdeutig.
2. Inhaltskontrolle: Die Klausel benachteiligt den Verbraucher nicht unangemessen, weicht nicht von wesentlichen gesetzlichen Grundgedanken ab und verstößt weder gegen § 308 noch gegen die Klauselverbote des § 309 BGB, da ein Ausschluss von Bargeldauszahlung und Verzinsung bei Geschenkgutscheinen zulässig ist.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
455,0,Unwirksam,"1. Überraschende Klauseln: Die Klausel ist nicht objektiv überraschend, da Haftungsbeschränkungen üblich sind, jedoch ist die Formulierung „jeglicher, nicht zu vertretender Gründe“ unklar und lässt eine weitgehende, zum Nachteil des Verbrauchers auslegbare Interpretation zu; die Aufzählung von Ereignissen ist nicht hinreichend konkret, wodurch die Klausel intransparent wirkt.  
2. Inhaltskontrolle: Nach § 307 Abs. 1 BGB liegt eine unangemessene Benachteiligung vor, weil die Klausel die Haftung für sämtliche indirekte Schäden sowie für jede Nichtlieferung bei beliebigen höherer‑Gewalt‑Gründen ausschließt, was für den Verbraucher nicht zumutbar ist; nach § 308 Nr. 2 Satz 1 ist die Ausschließung der Haftung für die Erfüllung der Hauptleistungspflicht (Lieferung) unzulässig, da sie von wesentlichen gesetzlichen Grundgedanken abweicht.",12,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 2, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
