id,Tatsächliche_Klassifikation,Modell_Klassifikation,Modell_Begründung,Judge_Modell_Gesamtscore,Judge_Modell_Scoreschema
3467,0,Unwirksam,"1. (§ 305c I BGB): Die Klausel ist nicht überraschend, da sie die Lieferbedingungen klar regelt. Sie ist jedoch mehrdeutig, da sie verschiedene Lieferfristen (nächster Werktag, 10 Werktage, durchschnittlich 1-2 Werktage) nebeneinander stellt und nicht klar definiert, welche Frist gilt.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Die Klausel benachteiligt den Verbraucher unangemessen, da sie mehrere unterschiedliche Lieferfristen enthält, ohne zu klären, welche Frist gilt. Dies führt zu einer Intransparenz.
   b) (§ 307 Abs. 2 BGB): Die Klausel weicht von wesentlichen gesetzlichen Grundgedanken ab, da sie mehrere unterschiedliche Lieferfristen enthält, ohne zu klären, welche Frist gilt.
   c) (§ 308 BGB): Nicht einschlägig.
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2622,0,Unwirksam,"1. (§ 305c I BGB): Die Klausel ist nicht überraschend, da sie den Verbraucher auf die Notwendigkeit des rechtzeitigen Geldeingangs hinweist. Sie ist jedoch mehrdeutig, da unklar bleibt, ob die 10-Tage-Frist eine Ausschlussfrist ist oder lediglich eine Empfehlung darstellt.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Die Klausel könnte eine unangemessene Benachteiligung darstellen, da sie den Verbraucher unter Druck setzt und ihm keine Möglichkeit gibt, die Gründe für den verspäteten Geldeingang zu erklären.
   b) (§ 307 Abs. 2 BGB): Die Klausel könnte von wesentlichen gesetzlichen Grundgedanken abweichen, da sie dem Verbraucher keine angemessene Frist zur Zahlung einräumt und keine Rücksicht auf seine individuelle Situation nimmt.
   c) (§ 308 BGB): Nicht einschlägig.
   d) (§ 309 BGB): Nicht einschlägig.",10,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 2, ""Inhaltskontrolle_307bis309"": 3, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 1}"
2834,0,Wirksam,"1. (§ 305c I BGB): Keine überraschende Klausel, da sie den rechtlichen Rahmen klärt und keine ungewöhnliche Regelung enthält.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel lediglich den rechtlichen Rahmen klärt und keine zusätzlichen Pflichten oder Einschränkungen für den Kunden enthält.
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da die Klausel nicht von wesentlichen gesetzlichen Grundgedanken abweicht.
   c) (§ 308 BGB): Nicht einschlägig, da keine überlange Bindungsfrist oder unzulässige Vertragsänderung vorliegt.
   d) (§ 309 BGB): Nicht einschlägig, da keine Klauselverbote ohne Wertungsmöglichkeit betroffen sind.",10,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 2, ""Inhaltskontrolle_307bis309"": 3, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 1}"
2407,0,Unwirksam,"1. Überraschende Klauseln: Nicht einschlägig
2. Inhaltskontrolle:
   a) (§ 307 Abs. 1 BGB): Liegt eine unangemessene Benachteiligung vor, da die Verjährungsfrist für Gewährleistungsansprüche bei gewerblicher Nutzung auf ein Jahr verkürzt wird, was gegen § 475 Abs. 2 BGB verstößt.
   b) (§ 307 Abs. 2 BGB): Liegt vor, da die Klausel von wesentlichen gesetzlichen Grundgedanken (§ 475 Abs. 2 BGB) abweicht; eine Verkürzung der Verjährungsfrist bei gewerblicher Nutzung ist unzulässig.
   c) (§ 308 BGB): Nicht einschlägig.
   d) (§ 309 BGB): Nicht einschlägig.",8,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 3, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 1}"
3463,0,Unwirksam,"1. (§ 305c I BGB): Nicht einschlägig, da die Klausel keine überraschende Regelung enthält.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Ausnahmen vom Widerrufsrecht gesetzlich vorgesehen sind (§ 312g Abs. 2 BGB).
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da die Klausel nicht von wesentlichen gesetzlichen Grundgedanken abweicht.
   c) (§ 308 BGB): Nicht einschlägig, da keine überlange Bindung oder unzulässige Vertragsänderung vorliegt.
   d) (§ 309 BGB): Nicht einschlägig, da keine Klauselverbote ohne Wertungsmöglichkeit vorliegen.",6,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 3, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 1}"
1124,0,Unwirksam,"1. (§ 305c I BGB): Die Klausel ist überraschend, da sie unerwartet Kosten für eine Größenänderung vorsieht, die nicht im ursprünglichen Kaufpreis enthalten sind.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Liegt eine unangemessene Benachteiligung vor, da der Verbraucher mit zusätzlichen Kosten belastet wird, die nicht im Voraus vereinbart wurden.
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig.
   c) (§ 308 BGB): Nicht einschlägig.
   d) (§ 309 BGB): Nicht einschlägig.",8,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 1, ""Inhaltskontrolle_307bis309"": 2, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 1}"
1872,0,Unwirksam,"1. (§ 305c I BGB): Die Klausel ist überraschend, da sie eine wesentliche Vertragsbedingung (Selbstabholung) ausschließt, ohne dass dies für den Verbraucher erkennbar ist. Die Klausel ist auch intransparent, da sie nicht angibt, welche Gründe für die Unmöglichkeit der Selbstabholung vorliegen.

2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Liegt eine unangemessene Benachteiligung vor, da der Verbraucher durch den Ausschluss der Selbstabholung in seiner Entscheidungsfreiheit eingeschränkt wird.
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig.
   c) (§ 308 BGB): Nicht einschlägig.
   d) (§ 309 BGB): Nicht einschlägig.",8,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 1, ""Inhaltskontrolle_307bis309"": 2, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 1}"
2718,0,Unwirksam,"1. (§ 305c I BGB): Keine überraschende Klausel, da sie den gesetzlichen Vorgaben entspricht.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel gesetzlich vorgeschrieben ist.
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da die Klausel nicht von wesentlichen gesetzlichen Grundgedanken abweicht.
   c) (§ 308 BGB): Nicht einschlägig, da keine überlange Bindung oder unzulässige Vertragsänderung vorliegt.
   d) (§ 309 BGB): Nicht einschlägig, da keine Klauselverbote ohne Wertungsmöglichkeit vorliegen.",4,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 1, ""Inhaltskontrolle_307bis309"": 1, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
2526,0,Unwirksam,"1. (§ 305c I BGB): Nicht einschlägig, da keine überraschende Klausel.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Liegt eine unangemessene Benachteiligung vor, da die Klausel den Verbraucher unangemessen benachteiligt, indem sie ihn dazu verpflichtet, bei vorzeitiger Rückzahlung Zinsen und laufzeitabhängige Kosten zu zahlen, die sich nicht an der tatsächlichen Nutzungsdauer orientieren.
   b) (§ 307 Abs. 2 BGB): Liegt vor, da die Klausel von wesentlichen gesetzlichen Grundgedanken abweicht (§ 490 Abs. 2 BGB), wonach bei vorzeitiger Rückzahlung nur Zinsen für den Zeitraum bis zur Rückzahlung zu zahlen sind.
   c) (§ 308 BGB): Nicht einschlägig.
   d) (§ 309 BGB): Nicht einschlägig.",8,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 3, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 1}"
2185,0,Unwirksam,"1. (§ 305c I BGB): Nicht einschlägig, da keine überraschende oder mehrdeutige Klausel vorliegt.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Liegt eine unangemessene Benachteiligung vor, da die Weitergabe der personenbezogenen Daten des Kunden an Dritte ohne seine ausdrückliche Einwilligung unzulässig ist (Art. 6 Abs. 1 lit. a DSGVO).
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da die Klausel nicht von wesentlichen gesetzlichen Grundgedanken abweicht.
   c) (§ 308 BGB): Nicht einschlägig, da keine überlange Bindung oder unzulässige Vertragsänderung vorliegt.
   d) (§ 309 BGB): Nicht einschlägig, da keine Klauselverbote ohne Wertungsmöglichkeit vorliegen.",6,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 2, ""Kohärenz_Klassifikation_Begruendung"": 1, ""Klarheit_und_Stringenz"": 1}"
3750,0,Unwirksam,"1. (§ 305c I BGB): Keine überraschende Klausel, da die Anwendbarkeit des UN-Kaufrechts in AGB häufig ausgeschlossen wird.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Liegt eine unangemessene Benachteiligung vor, da der Ausschluss des UN-Kaufrechts zu einer Verschlechterung der Rechtsposition des Verbrauchers führt.
   b) (§ 307 Abs. 2 BGB): Liegt vor, da die Klausel von wesentlichen gesetzlichen Grundgedanken (§ 434 BGB) abweicht; das UN-Kaufrecht enthält spezielle Regelungen zur Sachmängelhaftung.
   c) (§ 308 BGB): Nicht einschlägig.
   d) (§ 309 BGB): Nicht einschlägig.",8,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 2, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 1}"
958,0,Unwirksam,"1. (§ 305c I BGB): Keine überraschende Klausel, da sie sich auf die Nutzung der Produkte bezieht und somit in den üblichen Rahmen von AGB fällt.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Liegt eine unangemessene Benachteiligung vor, da die Klausel den Kunden in seiner Nutzungsfreiheit einschränkt und ihn dazu zwingt, die Produkte in einem bestimmten Zustand zu behalten.
   b) (§ 307 Abs. 2 BGB): Liegt vor, da die Klausel von wesentlichen gesetzlichen Grundgedanken (z.B. Eigentumsrecht, Vertragsfreiheit) abweicht.
   c) (§ 308 BGB): Nicht einschlägig.
   d) (§ 309 BGB): Nicht einschlägig.",12,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 3, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
98,0,Unwirksam,"1. (§ 305c I BGB): Nicht einschlägig, da die Klausel keine überraschende Regelung enthält.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Ausnahmen vom Widerrufsrecht gesetzlich vorgesehen sind (§ 312g Abs. 2 Nr. 9 BGB).
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da die Klausel nicht von wesentlichen gesetzlichen Grundgedanken abweicht.
   c) (§ 308 BGB): Nicht einschlägig, da keine überlange Bindung oder unzulässige Vertragsänderung vorliegt.
   d) (§ 309 BGB): Nicht einschlägig, da keine Klauselverbote ohne Wertungsmöglichkeit verletzt werden.",8,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 2, ""Inhaltskontrolle_307bis309"": 3, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 1}"
3299,0,Unwirksam,"1. (§ 305c I BGB): Die Klausel ist nicht überraschend, da sie die Bedingungen für die Einlösung eines Gutscheincodes klar darlegt. Sie ist auch nicht mehrdeutig oder intransparent formuliert.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Die Klausel benachteiligt den Verbraucher unangemessen, da sie die Einlösung des Gutscheins an eine Bedingung knüpft, die für den Verbraucher nicht vorhersehbar ist (Unterschreitung des für die Aktionsgutschrift erforderlichen Bestellwerts). Dies widerspricht dem Grundsatz von Treu und Glauben (§ 242 BGB).
   b) (§ 307 Abs. 2 BGB): Die Klausel weicht von wesentlichen gesetzlichen Grundgedanken ab, da sie dem Verbraucher die Möglichkeit nimmt, den Gutscheincode nachträglich einzulösen, was dem gesetzlichen Leitbild der Vertragsfreiheit widerspricht.
   c) (§ 308 BGB): Nicht einschlägig.
   d) (§ 309 BGB): Nicht einschlägig.",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
502,0,Unwirksam,"1. (§ 305c I BGB): Die Klausel ist nicht überraschend, da sie die Bedingungen für den Bankeinzug und die Prenotification-Frist klar regelt.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Die Klausel benachteiligt den Verbraucher unangemessen, da sie keine ausreichende Frist für die Vorabinformation über die Kontobelastung (Prenotification-Frist) vorsieht. Nach § 675x Abs. 4 BGB muss die Vorabinformation mindestens fünf Tage vor dem Belastungsdatum erfolgen.
   b) (§ 307 Abs. 2 BGB): Die Klausel weicht von wesentlichen gesetzlichen Grundgedanken ab, da sie eine kürzere Frist als die gesetzlich vorgeschriebenen fünf Tage vorsieht.
   c) (§ 308 BGB): Nicht einschlägig.
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1091,0,Wirksam,"1. (§ 305c I BGB): Keine überraschende Klausel, da sie den Nutzen der Schnellkauf-Funktion erläutert und keine ungewöhnliche oder unerwartete Regelung enthält.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel lediglich Informationen über die Schnellkauf-Funktion liefert und keine rechtlichen Pflichten oder Rechte des Verbrauchers betrifft.
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da die Klausel nicht von wesentlichen gesetzlichen Grundgedanken abweicht.
   c) (§ 308 BGB): Nicht einschlägig, da keine Klauselverbote mit Wertungsmöglichkeit vorliegen.
   d) (§ 309 BGB): Nicht einschlägig, da keine Klauselverbote ohne Wertungsmöglichkeit vorliegen.",12,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 2, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2706,0,Unwirksam,"1. (§ 305c I BGB): Keine überraschende Klausel, da sie in AGB üblich ist.
2. (§§ 307–309 BGB):
   a) (§ 307 Abs. 1 BGB): Liegt eine unangemessene Benachteiligung vor, da der Verbraucher durch die Nichtauszahlung in Bargeld und die Nichtverzinsung des Guthabens benachteiligt wird.
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da die Klausel nicht von wesentlichen gesetzlichen Grundgedanken abweicht.
   c) (§ 308 BGB): Nicht einschlägig, da keine überlange Bindung oder unzulässige Vertragsänderung vorliegt.
   d) (§ 309 BGB): Verstößt gegen § 309 Nr. 5 BGB, da die Nichtauszahlung in Bargeld und die Nichtverzinsung des Guthabens unzulässig sind.",6,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 1}"
