id,Tatsächliche_Klassifikation,Modell_Klassifikation,Modell_Begründung,Judge_Modell_Gesamtscore,Judge_Modell_Scoreschema
3467,0,Wirksam,"Die Klausel regelt die Lieferzeiten und -modalitäten klar und verständlich. Sie enthält keine überraschenden oder unklaren Bestimmungen, die den Kunden unangemessen benachteiligen würden. Die Regelungen zur Fristberechnung und zu Nachlieferungen sind üblich und rechtlich unbedenklich.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
2622,0,Wirksam,"Die Klausel ist wirksam, da sie eine angemessene Frist für den Geldeingang setzt und den Kunden über die Konsequenzen bei Nichteinhaltung informiert. Sie benachteiligt den Kunden nicht unangemessen und ist daher nicht nach den Grundsätzen des AGB-Rechts unwirksam.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
2834,0,Wirksam,"Die Klausel ist wirksam, da sie klarstellt, dass die Produktpräsentation im Onlineshop kein bindendes Angebot darstellt, sondern lediglich eine Aufforderung zur Abgabe eines Angebots durch den Kunden. Dies entspricht der gesetzlichen Regelung des § 145 BGB und ist für Verbraucher transparent. Die Ausnahme für ""sonstige Angebotspräsentationen (Ausnahme auf example.com)"" ist zwar etwas unklar formuliert, ändert aber nichts an der grundsätzlichen Wirksamkeit der Regelung für den Onlineshop.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
2407,0,Wirksam,"Die Klausel ist wirksam, da sie die gesetzlichen Gewährleistungsvorschriften korrekt wiedergibt und die Verjährungsfristen für Verbraucher und Unternehmer klar regelt. Die Erweiterung der Herstellergarantie für die Eigenmarke MONDO auf 5 Jahre stellt eine Verbesserung dar und ist daher ebenfalls wirksam.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
3463,0,Wirksam,"Die Klausel gibt die gesetzlichen Ausnahmen vom Widerrufsrecht gemäß § 312g Abs. 2 BGB korrekt wieder. Sie bezieht sich auf individuell angefertigte Waren und versiegelte Datenträger, bei denen ein Widerruf aus praktischen oder rechtlichen Gründen ausgeschlossen ist. Die Formulierungen sind klar und verständlich.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
1124,0,Unwirksam,"Die Klausel ist unwirksam, da sie den Kunden unangemessen benachteiligt. Sie knüpft die Geltendmachung von Kosten für eine neue Bestellung an die Nichtrücksendung des ursprünglich erworbenen Artikels innerhalb einer Frist von 14 Tagen nach Beantragung einer Größenänderung. Dies widerspricht dem Grundsatz, dass der Kunde das Widerrufsrecht ausüben kann, ohne dass ihm daraus Nachteile entstehen.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
1872,0,Wirksam,Die Klausel ist eine reine Information über die Nichtmöglichkeit der Selbstabholung und stellt keine Einschränkung von gesetzlichen Rechten dar. Sie ist klar und verständlich formuliert.,0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
2718,0,Unwirksam,"Die Klausel ist unwirksam, da sie gegen § 36 Abs. 2 VSBG verstößt, der eine Informationspflicht über die Bereitschaft zur Teilnahme an Streitbeilegungsverfahren vorsieht. Die pauschale Ablehnung der Teilnahme und die Verweisung auf die OS-Plattform sind nicht ausreichend, um dieser Informationspflicht Genüge zu tun.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
2526,0,Wirksam,"Die Klausel räumt dem Kunden ein Recht auf vorzeitige Rückzahlung eines Ratenzahlungsdarlehens ein und regelt die Folgen für Zinsen und laufzeitabhängige Kosten. Dies entspricht den gesetzlichen Regelungen, insbesondere § 502 BGB, und benachteiligt den Kunden nicht unangemessen.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
2185,0,Wirksam,"Die Klausel ist wirksam, da sie den Kunden transparent über die Weitergabe seiner personenbezogenen Daten im Rahmen einer Reklamationsabwicklung informiert und ihm ein jederzeitiges Widerrufsrecht einräumt. Die Datenweitergabe dient der ordnungsgemäßen Abwicklung der Reklamation und ist für diesen Zweck erforderlich.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
3750,0,Wirksam,Die Parteien können die Anwendung des UN-Kaufrechts (CISG) vertraglich ausschließen. Dies ist nach Art. 6 CISG zulässig und stellt keine unangemessene Benachteiligung dar. Der Ausschluss ist klar und eindeutig formuliert.,0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
958,0,Wirksam,"Die Klausel ist wirksam, da sie den Kunden verpflichtet, die Produkte im Hinblick auf sicherheitsrelevante Aspekte nicht zu verändern und insbesondere Warnhinweise nicht zu entfernen. Dies dient dem Schutz des Kunden und Dritter vor Gefahren, die durch unsachgemäßen Gebrauch entstehen könnten. Eine solche Regelung ist im Rahmen der Vertragsfreiheit zulässig und verstößt nicht gegen geltendes Recht.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
98,0,Wirksam,"Die Klausel ist wirksam, da sie die gesetzlichen Ausnahmetatbestände des § 312g Abs. 2 BGB für das Widerrufsrecht bei Fernabsatzverträgen korrekt wiedergibt. Sie bezieht sich auf Dienstleistungen, bei denen eine Erbringung zu einem spezifischen Termin oder Zeitraum vereinbart ist und eine vorzeitige Erbringung oder eine Stornierung für den Unternehmer wirtschaftlich nachteilig wäre.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
3299,0,Wirksam,"Die Klausel regelt die Bedingungen für die Einlösung und den Verfall eines Gutscheincodes. Die Beschreibung des Einlöseprozesses ist klar und verständlich. Die Regelung bezüglich des Verfalls bei Unterschreitung des Mindestbestellwerts einer Aktion ist ebenfalls zulässig, da sie die Bedingungen der Aktion transparent macht. Die Frist für die Einlösung ist klar definiert.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
502,0,Wirksam,"Die Klausel regelt die Zahlungsmodalitäten mittels SEPA-Lastschrift und informiert über die notwendigen Vorabankündigungen. Die Fristen sind klar angegeben und entsprechen den gesetzlichen Vorgaben. Es werden keine wesentlichen Nachteile für den Kunden begründet, die eine Unwirksamkeit rechtfertigen würden.",1,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
1091,0,Wirksam,"Die Klausel beschreibt lediglich die Funktion ""Schnellkauf"" und deren Vorteile für den Kunden. Sie enthält keine Regelungen, die den Kunden unangemessen benachteiligen oder gegen zwingendes Recht verstoßen. Es handelt sich um eine reine Information über eine Serviceleistung.",6,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 1, ""Inhaltskontrolle_307bis309"": 2, ""Kohärenz_Klassifikation_Begruendung"": 1, ""Klarheit_und_Stringenz"": 1}"
2706,0,Wirksam,"Die Klausel ist wirksam, da sie die gesetzliche Regelung des § 808 Abs. 1 BGB widerspiegelt, wonach ein Geldbetrag, der zum Zwecke der Einlösung eines Gutscheins geschuldet wird, nicht verzinst wird und auch nicht in Bargeld ausgezahlt werden muss. Dies dient dem Schutz des Ausstellers vor Liquiditätsengpässen.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
455,0,Unwirksam,"Die Klausel ist unwirksam, da sie die Haftung für indirekte Schäden und Nichterfüllung aufgrund höherer Gewalt unangemessen einschränkt. Dies verstößt gegen § 307 Abs. 1 und 2 BGB, da sie den Vertragspartner entgegen Treu und Glauben unangemessen benachteiligt. Insbesondere die pauschale Haftungsausschlüsse für eine Vielzahl von Ereignissen, die nicht immer außerhalb der Sphäre des Verwenders liegen, sind problematisch.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
1592,0,Wirksam,Die Klausel regelt die Anwendbarkeit der AGB und ist inhaltlich klar und verständlich. Sie entspricht dem Grundsatz der Vertragsfreiheit und ist nicht zu beanstanden.,0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
3644,0,Wirksam,"Die Klausel regelt den Eigentumsvorbehalt, der nach § 449 BGB wirksam ist. Sie ist klar und verständlich formuliert und benachteiligt den Verbraucher nicht unangemessen.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
2516,0,Wirksam,"Die Klausel ist wirksam, da sie den Kunden transparent über die Forderungsabtretung und die damit verbundenen Zahlungsmodalitäten informiert. Die Abtretung ist ein übliches Mittel zur Finanzierung und die Anweisung, nur an die Bank zu zahlen, dient der klaren Regelung der Schuldentilgung. Die Regelung des Eigentumsvorbehalts zugunsten der Bank ist ebenfalls zulässig.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
3567,0,Wirksam,"Die Klausel verweist lediglich auf das gesetzliche Widerrufsrecht und die dazugehörige Belehrung. Sie enthält keine eigene Regelung, die von den gesetzlichen Bestimmungen abweicht oder diese einschränkt. Daher ist sie nicht zu beanstanden.",4,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 1, ""Kohärenz_Klassifikation_Begruendung"": 1, ""Klarheit_und_Stringenz"": 1}"
852,0,Wirksam,"Die Klausel beschreibt lediglich die Möglichkeit des Widerrufs nach Versand oder Lieferung, was eine zulässige Klarstellung der Widerrufsbedingungen darstellt. Sie schränkt das gesetzliche Widerrufsrecht nicht unzulässigerweise ein, sondern informiert über dessen Anwendbarkeit in einem bestimmten Stadium des Vertragsverhältnisses.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
3648,0,Unwirksam,"Die Klausel ist insgesamt unwirksam, da sie gegen § 307 Abs. 1 und 2 BGB verstößt. Insbesondere die pauschale Verkürzung der Verjährungsfrist für neue Waren auf ein Jahr und der grundsätzliche Ausschluss von Mängelrechten bei gebrauchten Waren stellen eine unangemessene Benachteiligung des Unternehmers dar. Auch die Regelung zum Neubeginn der Verjährung bei Ersatzlieferungen ist in dieser Form unwirksam.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
743,0,Wirksam,"Die Klausel ist wirksam, da sie lediglich klarstellt, dass gesetzliche Ansprüche nach dem Produkthaftungsgesetz nicht ausgeschlossen werden. Dies entspricht der gesetzlichen Regelung und stellt keine unangemessene Benachteiligung des Kunden dar.",5,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 1, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 1}"
444,0,Wirksam,"Die Klausel informiert den Kunden lediglich über die Bereitstellung eines Rücksendeformulars und verweist auf weitere Informationsquellen. Sie enthält keine einschränkenden oder nachteiligen Regelungen für den Kunden, die einer AGB-Kontrolle unterliegen würden. Es handelt sich um eine reine Informationsmitteilung.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
2160,0,Wirksam,"Die Klausel regelt klar und verständlich, wie die Lieferung erfolgt und welche Lieferanschrift maßgeblich ist. Sie differenziert korrekt zwischen der allgemeinen Regelung, der Angabe im Online-Bestellformular und der Besonderheit bei der Zahlungsart PayPal, was den gesetzlichen Anforderungen an eine klare Leistungsbeschreibung entspricht. Es liegt keine unangemessene Benachteiligung des Kunden vor.",2,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 1, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
1994,0,Wirksam,"Die Klausel ist wirksam, da sie einen ausschließlichen Gerichtsstand für Unternehmer vereinbart. Gemäß § 38 Abs. 1 ZPO ist eine Gerichtsstandsvereinbarung mit einem Unternehmer zulässig. Die Klausel ist klar und verständlich formuliert.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
2035,0,Wirksam,"Die Klausel ist wirksam, da sie klarstellt, dass die automatische Bestellbestätigung lediglich den Eingang der Bestellung bestätigt und noch keine Annahme des Angebots darstellt. Dies entspricht der gesetzlichen Regelung des § 147 Abs. 2 BGB und dient der Transparenz gegenüber dem Kunden.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
1506,0,Wirksam,"Die Klausel ist wirksam, da sie den Zeitpunkt der Abbuchung klar und verständlich regelt. Sie benachteiligt den Kunden nicht unangemessen, da die Abbuchung erst nach Annahme des Angebots durch den Verkäufer erfolgt. Dies entspricht dem üblichen Vorgehen bei Online-Zahlungen.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
2334,0,Wirksam,"Die Klausel ist wirksam, da sie die Versandkosten transparent regelt und auf eine separate Seite verweist, auf der die genauen Kosten im Einzelfall ausgewiesen sind. Die Information für Schweizer Kunden über mögliche Zollgebühren ist ebenfalls zulässig und dient der Transparenz.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
2736,0,Wirksam,"Die Klausel informiert korrekt über das gesetzliche Widerrufsrecht für Verbraucher gemäß den §§ 355 ff. BGB. Sie enthält alle notwendigen Angaben zur Frist, zur Ausübung des Rechts und zur Fristwahrung. Die Definition des Verbrauchers ist ebenfalls zutreffend.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
3039,0,Wirksam,"Die Klausel ist wirksam, da sie den Kunden transparent über zusätzliche Kosten informiert und diese nicht versteckt. Die Höhe der Kosten wird auf das konkrete Angebot verwiesen, was eine individuelle Anpassung ermöglicht. Dies entspricht den Transparenzanforderungen des BGB.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
3359,0,Unwirksam,"Die Klausel ist in mehrfacher Hinsicht unwirksam, da sie den Besteller unangemessen benachteiligt. Insbesondere die pauschale Überwälzung aller Kosten der Rücknahme und Verwertung der Vorbehaltsware auf den Besteller verstößt gegen § 307 Abs. 1 Satz 1 BGB. Auch die Einschränkung des Rechts zur Weiterveräußerung, Vermietung, Verleihung oder Schenkung ist in dieser Form unwirksam.",1,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 1, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
3096,0,Wirksam,"Die Klausel ist wirksam, da sie eine klare und verständliche Regelung für den Fall der Zahlung per Finanzierung trifft. Sie schützt den Verkäufer, indem sie die Leistungspflicht erst nach Vorliegen der endgültigen Finanzierungszusage begründet. Dies ist eine übliche und sachgerechte Bedingung im Geschäftsverkehr.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
2062,0,Unwirksam,"Die Klausel ist unwirksam, da sie die gesetzlichen Widerrufsfolgen gemäß § 357 Abs. 3 S. 1 BGB einschränkt. Die Versandkostenpauschale muss bei einem Widerruf der gesamten Bestellung vollständig erstattet werden, unabhängig davon, ob auf die widerrufene Ware tatsächlich Versandkosten entfallen sind. Die Differenzierung zwischen Widerruf der gesamten und eines Teils der Bestellung ist ebenfalls problematisch, da sie dem Verbraucher nicht zumutbar ist.",0,"{""Instruktions_und_Formatkonformitaet"": 0, ""Aufgaben_und_Klauselbezug"": 0, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 0, ""Kohärenz_Klassifikation_Begruendung"": 0, ""Klarheit_und_Stringenz"": 0}"
